Unnamed: 0,link,usr_name,tournaments,profit,totBI,totCashes,roi,roiBI,abi,itm,tot_tournaments,tot_avFieldSize,tot_avBI,tot_profit,tot_avROI,tot_totROI,ly_tournaments,ly_avFieldSize,ly_avBI,ly_profit,ly_avROI,ly_totROI
2425,https://mttmarket.com/users/52b31b745a00002d01eb24af,vadka,261.0,-7286.42,30948.05,23661.63,-23.54,-16.98,118.57,18.39,27265.0,1820.88,50.97,245613.65,24.42,17.67,3064.0,392.52,64.81,-35830.2,8.58,-18.04
2428,https://mttmarket.com/users/52b7ff773800008633d83896,ItsMyReality,55.0,-2538.9,4201.4,1662.5,-60.43,-59.99,76.39,18.18,3964.0,1956.51,43.37,76476.69,61.69,44.49,442.0,472.36,37.67,1279.14,20.81,7.68
2429,https://mttmarket.com/users/52ce65e9240000660f3cd153,Becks,132.0,-2329.26,13929.0,11599.74,-16.72,-18.35,105.52,13.64,20683.0,2165.85,22.4,97608.78,49.25,21.07,931.0,533.38,21.03,-7212.77,-6.6,-36.83
2431,https://mttmarket.com/users/52b5b66b3800002713d83691,Iggy,94.0,-554.6,2171.0,1616.4,-25.55,-21.82,23.1,17.02,2680.0,949.87,12.58,22466.59,58.44,66.66,427.0,453.8,17.32,3888.29,96.76,52.59
2432,https://mttmarket.com/users/52b32d035a00002d02eb24d4,Egorrr,27.0,-2282.73,3957.5,1674.77,-57.68,-56.34,146.57,18.52,42384.0,1699.07,27.42,264929.0,40.13,22.8,6944.0,356.71,37.31,38848.36,18.82,15.0
2435,https://mttmarket.com/users/52bec56cdd0000640ee3aca4,harrrrmonica,43.0,1552.7,7228.5,8781.2,21.48,16.21,168.1,20.93,12444.0,1142.87,71.52,324853.97,32.7,36.5,996.0,359.83,257.06,178265.29,31.73,69.63
2437,https://mttmarket.com/users/52b59ecc3800000e12d83683,EmWatson,37.0,0.0,2446.81,2446.81,0.0,0.0,66.13,100.0,10420.0,2616.26,8.78,39584.18,59.43,43.25,998.0,324.3,13.35,1315.43,1.84,9.87
2461,https://mttmarket.com/users/55f42bab61ccb672b056c1ea,sunnyjones,75.0,-246.01,412.55,166.54,-59.63,-61.12,5.5,14.67,2024.0,4883.67,2.06,2557.18,27.4,61.26,463.0,274.94,1.18,-271.93,-12.38,-49.59
2462,https://mttmarket.com/users/53de3e210cf229530359c106,Bravo-tmb,17.0,-886.29,1306.0,419.71,-67.86,-55.11,76.82,11.76,9780.0,1663.99,20.55,69257.89,43.15,34.46,960.0,306.64,42.18,34821.97,50.82,86.0
2470,https://mttmarket.com/users/55bd1b1061ccb603d1b41d09,lilnavin,243.0,-601.95,1479.15,877.2,-40.7,-29.99,6.09,15.64,6302.0,2003.56,9.69,1554.03,13.19,2.54,2298.0,401.2,9.42,149.1,-4.08,0.69
2563,https://mttmarket.com/users/55ba6abe61ccb6003b3148f1,elmisantropo,124.0,-7.62,415.61,407.99,-1.83,-30.64,3.35,20.97,15452.0,661.77,2.79,-242.3,0.06,-0.56,831.0,189.46,1.12,-352.41,-23.39,-37.71
2653,https://mttmarket.com/users/5561db8b0cf25c1c3c02afcb,generalerror,11.0,381.26,345.74,727.0,110.27,-22.97,31.43,27.27,590.0,5538.54,9.78,10539.15,49.95,182.64,87.0,436.13,9.28,235.42,73.41,29.16
2661,https://mttmarket.com/users/55857c520cf2888715a155dc,Leonishe,1.0,-200.0,200.0,0.0,0.0,-100.0,200.0,0.0,9750.0,1861.5,10.42,48856.56,48.11,48.09,1274.0,147.94,4.62,-2866.47,2.78,-48.75
2846,https://mttmarket.com/users/55b9683061ccb600158d9c8b,ravensuc,2.0,-22.0,22.0,0.0,0.0,-100.0,11.0,0.0,3488.0,4044.07,0.84,-549.76,2.76,-18.72,521.0,176.27,0.65,111.02,43.06,32.83
2872,https://mttmarket.com/users/555b5ba60cf2820a8e3c9cca,luckyvad,45.0,100.7,349.79,450.49,28.79,28.66,7.77,28.89,2154.0,1050.13,3.57,2600.25,47.44,33.85,254.0,246.41,3.11,82.64,36.29,10.46
2965,https://mttmarket.com/users/553a57cb0cf26d1eaea5d96e,PlayAndPray,779.0,-365.9,4629.86,4263.96,-7.9,-5.21,5.94,20.54,15107.0,512.08,1.25,2246.56,37.65,11.93,3674.0,107.95,1.21,446.25,37.74,10.0
3013,https://mttmarket.com/users/559290ab0cf2888715a6bf40,Gontsa,36.0,277.23,405.1,682.33,68.43,111.38,11.25,19.44,8452.0,1829.75,17.1,22656.2,43.87,15.68,1194.0,499.5,20.76,912.94,34.53,3.68
3030,https://mttmarket.com/users/5372770a0cf2c8120d3cab55,AlexVoz,178.0,-215.68,1138.17,922.49,-18.95,-24.37,6.39,18.54,4412.0,2914.18,3.18,5099.0,39.06,36.31,1152.0,228.23,1.74,719.32,46.86,35.91
3039,https://mttmarket.com/users/53f5c8900cf22953035ff8b8,Illidan14,77.0,1579.98,3510.7,5090.68,45.0,52.46,45.59,19.48,14390.0,2354.61,20.3,101081.83,55.19,34.6,3935.0,413.89,32.0,44472.32,37.86,35.32
3162,https://mttmarket.com/users/54afb96d0cf226544e0ba97f,ArtyomS,18.0,122.39,248.5,370.89,49.25,174.73,13.81,5.56,7721.0,531.69,4.24,12416.51,51.77,37.89,1415.0,221.72,4.98,4359.57,80.76,61.86
3371,https://mttmarket.com/users/5373d3730cf2c8120d3cea8f,amkarovec,1.0,-215.0,215.0,0.0,0.0,-100.0,215.0,0.0,3741.0,2840.16,9.35,8419.17,23.22,24.08,215.0,168.59,27.4,487.96,19.32,8.28
3447,https://mttmarket.com/users/551a4fff0cf2f194a94c870a,bluecheek,249.0,4069.16,20917.74,24986.9,19.45,-3.77,84.01,14.06,8676.0,1293.89,26.72,113347.77,61.34,48.89,1561.0,265.63,39.28,17158.13,34.33,27.98
3449,https://mttmarket.com/users/537720df0cf2c8120d3d6b81,timtruth,10.0,-1753.0,1753.0,0.0,0.0,-100.0,175.3,0.0,3592.0,1695.09,27.45,43328.11,79.61,43.94,974.0,282.29,44.98,17263.37,40.65,39.4
3701,https://mttmarket.com/users/54eccab00cf22b7780468c23,maksnet,42.0,-105.01,286.89,181.88,-36.6,-52.48,6.83,28.57,10388.0,848.23,2.91,10349.05,39.54,34.22,2998.0,223.6,4.81,5152.66,46.44,35.73
3744,https://mttmarket.com/users/536f69800cf2a0fa0d4533c9,IwentworthI,106.0,-9309.45,16315.0,7005.55,-57.06,-58.01,153.92,12.26,19121.0,2300.4,24.15,102989.72,43.0,22.3,2479.0,360.85,60.78,52002.02,29.63,34.51
3830,https://mttmarket.com/users/54b595a30cf2a0fc36a8bc1d,laki757,9.0,-95.3,121.3,26.0,-78.57,-70.61,13.48,22.22,3751.0,3948.39,13.04,-4813.17,31.97,-9.84,377.0,292.47,8.93,1395.1,40.49,41.44
3874,https://mttmarket.com/users/54a2ab450cf23c2fa9bd644d,colonok,33.0,-56.34,121.05,64.71,-46.54,-53.06,3.67,30.3,1217.0,4254.99,1.04,101.64,1.6,7.99,353.0,196.47,1.38,85.0,11.93,17.45
3975,https://mttmarket.com/users/5450e8e80cf24a5c0d82e7bc,Kozzanostra,34.0,-155.4,265.0,109.6,-58.64,-44.45,7.79,26.47,5955.0,2773.57,6.78,10241.09,51.29,25.38,401.0,403.48,8.18,942.44,47.1,28.75
4401,https://mttmarket.com/users/53253a244a0000c8a5954aaa,Besik,31.0,-356.44,790.6,434.16,-45.08,-48.93,25.5,25.81,5215.0,393.57,29.07,44048.71,33.36,29.06,1267.0,202.67,34.94,9502.36,38.13,21.46
4412,https://mttmarket.com/users/52c13890510000ad10d893e4,TylerRM,21.0,-2507.0,3479.0,972.0,-72.06,-74.22,165.67,9.52,3896.0,1800.39,60.62,543425.05,59.81,230.11,720.0,369.59,79.41,506459.03,15.95,885.8
4496,https://mttmarket.com/users/55fc34fd61ccb61114661af8,kijosan,78.0,-49.08,509.68,460.6,-9.63,9.33,6.53,15.38,3308.0,1369.16,2.25,1394.09,28.82,18.75,1952.0,88.68,2.01,1034.63,36.19,26.31
4530,https://mttmarket.com/users/55d44fee61ccb62052d53b23,dito_na_me,6.0,54.9,56.1,111.0,97.86,68.18,9.35,33.33,17829.0,3239.21,7.43,19288.6,55.6,14.57,912.0,377.16,4.99,-916.35,24.53,-20.12
4552,https://mttmarket.com/users/56003b0861ccb61f2fb1550b,desdeabajo,33.0,-209.93,409.0,199.07,-51.33,-44.31,12.39,18.18,6220.0,1306.83,12.41,75778.13,69.34,98.16,468.0,199.28,16.24,4412.73,40.22,58.04
4575,https://mttmarket.com/users/55ad050f61ccb6000ed01e5b,arrmani,6.0,-21.0,21.0,0.0,0.0,-100.0,3.5,0.0,5077.0,2437.14,1.63,799.44,26.77,9.63,262.0,321.47,3.1,524.15,113.87,64.57
4643,https://mttmarket.com/users/55da8f8161ccb60b3ded5bab,filki,150.0,-228.84,880.09,651.25,-26.0,-32.22,5.87,19.33,4797.0,962.97,2.59,1962.67,48.27,15.81,1490.0,337.21,3.26,762.73,39.92,15.68
4737,https://mttmarket.com/users/55b6c60361ccb6001d437d0e,magicgog,1.0,104.12,440.1,544.22,23.66,23.66,440.1,100.0,10328.0,2770.05,57.88,214952.79,59.28,35.96,1833.0,546.42,71.17,26265.86,52.6,20.13
4778,https://mttmarket.com/users/551445ff0cf2f194a94b275b,msksevart,27.0,16.0,4418.0,4434.0,0.36,-12.07,163.63,37.04,12911.0,1470.7,17.86,70681.28,46.69,30.66,5172.0,418.49,25.24,43640.88,41.99,33.43
5013,https://mttmarket.com/users/53c763500cf25b8ee971542d,user2517,4.0,12.33,42.5,54.83,29.01,33.23,10.63,100.0,1840.0,3137.46,0.27,11.67,16.38,2.39,184.0,131.75,0.4,17.48,9.37,23.69
5089,https://mttmarket.com/users/54f4821e0cf22b778049c58e,zlo777,35.0,-275.12,371.35,96.23,-74.09,-78.54,10.61,20.0,16469.0,1472.25,5.09,15031.12,23.14,17.92,2183.0,336.17,6.86,2879.51,27.99,19.24
5130,https://mttmarket.com/users/54a172e20cf265030b7fbc46,Shak,48.0,17628.0,9202.0,26830.0,191.57,367.22,191.71,20.83,10928.0,3743.37,22.56,26385.1,29.74,10.7,1648.0,528.25,44.96,15570.62,31.51,21.02
5462,https://mttmarket.com/users/52b4bc553800008703d83565,umbroSS,49.0,27677.25,19160.0,46837.25,144.45,48.31,391.02,18.37,22280.0,1935.2,49.84,270839.55,59.25,24.39,2911.0,379.65,88.47,38602.56,29.77,14.99
5929,https://mttmarket.com/users/5609057261ccb63c4fb45dc7,akula11,22.0,4006.27,447.9,4454.17,894.46,413.62,20.36,50.0,15692.0,1638.32,10.12,31304.48,44.64,19.72,624.0,526.29,26.8,-1227.64,23.31,-7.34
5993,https://mttmarket.com/users/560d415b61ccb64d2e34470f,kartrid,6.0,-587.0,627.0,40.0,-93.62,-86.67,104.5,16.67,43657.0,1572.59,15.28,66129.95,29.4,9.91,4714.0,352.5,15.51,13371.96,36.81,18.29
6628,https://mttmarket.com/users/556384c20cf25c1c3c030b1d,Felsher70,10.0,-28.04,57.2,29.16,-49.02,-58.05,5.72,20.0,4358.0,1534.64,15.14,3634.53,16.69,5.51,1684.0,339.45,17.35,278.16,8.21,0.95
6697,https://mttmarket.com/users/54abe35a0cf23c2fa9c155eb,Belyi,39.0,-2440.0,4417.0,1977.0,-55.24,-19.16,113.26,38.46,5260.0,1336.84,25.21,3435.95,17.63,2.59,2135.0,339.2,34.43,908.38,3.64,1.24
7241,https://mttmarket.com/users/52b3141d5a00009900eb24a1,Eller,48.0,255.01,1305.73,1560.74,19.53,121.07,27.2,16.67,9192.0,1418.29,13.63,55718.05,84.01,44.47,1660.0,369.52,22.1,11556.0,35.71,31.5
7316,https://mttmarket.com/users/55d37ee461ccb61e9c34c508,rawal_flush,6.0,-70.09,150.94,80.85,-46.44,-29.27,25.16,33.33,1801.0,1427.9,6.4,3104.1,40.02,26.93,406.0,287.73,12.23,400.36,32.29,8.06
7341,https://mttmarket.com/users/5562f21d0cf25c1c3c02e96e,IceWindL,6.0,116.25,338.0,454.25,34.39,10.68,56.33,33.33,6242.0,4022.67,22.41,23436.82,56.49,16.75,1742.0,398.07,14.41,18237.19,90.72,72.64
7508,https://mttmarket.com/users/558b483e0cf2888715a41ff0,globallud,2.0,26.38,77.0,103.38,34.26,-6.02,38.5,50.0,9476.0,2404.42,61.66,89959.07,35.38,15.4,475.0,408.77,32.69,-9346.62,-38.64,-60.19
7950,https://mttmarket.com/users/52f162ba2300006b4cbf2aee,nU3DOC,7.0,-279.27,1215.0,935.73,-22.99,-43.11,173.57,28.57,20227.0,1240.7,21.0,83778.5,45.99,19.72,1447.0,322.01,27.83,15432.68,22.78,38.32
8026,https://mttmarket.com/users/52ed81862300004215bf2a76,d3km4n,18.0,-1867.5,2336.0,468.5,-79.94,-83.76,129.78,11.11,12727.0,1195.45,13.8,49628.6,40.54,28.27,2476.0,285.23,24.01,11709.58,33.44,19.69
8114,https://mttmarket.com/users/53817eb10cf2c8120d3f09e3,FerDJin,22.0,-1129.38,1610.85,481.47,-70.11,-77.62,73.22,13.64,,,,,,,,,,,,
8358,https://mttmarket.com/users/560a92c761ccb641daff8480,leonidkomlev,18.0,86.17,140.7,226.87,61.24,18.25,7.82,27.78,8414.0,1602.91,7.07,16653.21,59.36,27.99,1816.0,313.02,9.23,7122.49,80.42,42.5
8408,https://mttmarket.com/users/553f80370cf26d1eaea71108,Edwaarddd,41.0,-38.74,313.9,275.16,-12.34,-15.17,7.66,21.95,10422.0,2706.48,3.64,17727.39,55.73,46.78,670.0,325.73,2.94,603.97,54.0,30.63
8445,https://mttmarket.com/users/53955e070cf2c8120d41c860,Р”РµРїСѓС‚Р°С‚,3311.0,9538.95,46197.53,55736.48,20.65,20.31,13.95,16.76,5248.0,1979.76,10.13,6938.09,16.46,13.05,2678.0,306.42,11.96,7390.67,24.53,23.08
8639,https://mttmarket.com/users/55dd138261ccb61213fe0e24,ajei,1.0,-55.0,55.0,0.0,0.0,-100.0,55.0,0.0,7640.0,2126.49,10.83,6210.49,17.92,7.51,641.0,208.58,17.89,54.4,3.82,0.47
8640,https://mttmarket.com/users/5500ccc00cf2e523a0fe4e25,Mandriik88,1.0,-55.0,55.0,0.0,0.0,-100.0,55.0,0.0,2138.0,2306.95,8.61,14597.23,98.3,79.26,709.0,661.45,8.57,-280.9,19.49,-4.62
8730,https://mttmarket.com/users/557294740cf25acfc5bf90c5,webxsbo,7.0,-217.8,217.8,0.0,0.0,-100.0,31.11,0.0,4615.0,2942.61,5.3,30065.09,98.05,122.85,367.0,409.03,8.99,5545.01,134.43,168.1
9149,https://mttmarket.com/users/54c26e990cf2b976e1b3842d,inveb,6.0,-34.0,255.0,221.0,-13.33,-63.17,42.5,16.67,5120.0,423.19,8.73,24216.07,72.85,54.19,735.0,341.52,10.98,2896.71,81.82,35.88
10617,https://mttmarket.com/users/559a787e0cf2d95aabb17706,hbsv,19.0,-182.54,207.7,25.16,-87.89,-78.55,10.93,10.53,575.0,763.03,4.61,1747.19,120.46,65.93,328.0,348.88,4.21,657.02,167.72,47.54
10622,https://mttmarket.com/users/54ba58d10cf2ef809cce0991,onthe2nd,13.0,205.7,138.1,343.8,148.95,107.36,10.62,38.46,9294.0,1318.07,1.9,2027.95,35.89,11.45,891.0,187.98,4.82,1093.72,31.0,25.46
10669,https://mttmarket.com/users/552d09420cf26d1eaea2debe,ebonavt,10.0,-20.44,60.32,39.88,-33.89,-43.33,6.03,20.0,4030.0,1620.18,8.07,-1414.74,-9.45,-4.35,914.0,222.8,5.0,522.51,10.07,11.44
11389,https://mttmarket.com/users/52d9489d2400007358fc3261,DJonik_EV,35.0,-224.47,315.2,90.73,-71.22,-73.88,9.01,14.29,9172.0,1664.8,6.69,45366.69,82.16,73.9,992.0,454.71,11.6,7820.8,81.49,67.97
11411,https://mttmarket.com/users/52e78a413f0000546adf4af1,catchess,3.0,-1.2,139.2,138.0,-0.86,-6.5,46.4,33.33,932.0,500.79,16.15,10513.05,113.79,69.85,308.0,271.17,10.39,3664.07,148.11,114.49
11562,https://mttmarket.com/users/54bd86720cf25777584c2de5,w00ups,15.0,-236.5,247.7,11.2,-95.48,-96.21,16.51,13.33,14182.0,2104.2,3.49,7917.69,26.48,16.01,3095.0,372.85,7.62,6929.33,45.77,29.37
12047,https://mttmarket.com/users/54c93a330cf23c49427f44f1,batrrrr,1.0,289.32,215.0,504.32,134.57,134.57,215.0,100.0,8673.0,1789.69,7.7,29793.96,55.71,44.59,1547.0,195.22,6.22,3193.02,40.21,33.18
12422,https://mttmarket.com/users/52cc50cc51000047c0d8963a,ds10jqka,9.0,-1010.7,1332.0,321.3,-75.88,-83.4,148.0,11.11,16650.0,1432.88,18.14,54805.07,42.19,18.15,3484.0,360.91,39.56,36521.53,36.1,26.5
12563,https://mttmarket.com/users/55f9adff61ccb607bb15f0a9,olegator,15.0,-17.08,60.31,43.23,-28.32,-44.53,4.02,26.67,11125.0,769.76,1.39,2282.28,21.66,14.8,1010.0,140.35,1.33,-11.84,16.14,-0.88
12675,https://mttmarket.com/users/55eebec761ccb65540d2383a,nur1ck,2.0,-324.0,324.0,0.0,0.0,-100.0,162.0,0.0,44784.0,1331.38,49.15,391517.99,26.93,17.79,1703.0,343.23,56.12,-11541.02,-5.14,-12.08
12899,https://mttmarket.com/users/55dae70161ccb60bf049cfe8,analyser,8.0,-10.98,113.6,102.62,-9.67,-29.25,14.2,25.0,78968.0,1039.59,11.83,98918.17,17.5,10.59,1487.0,232.52,5.7,3802.47,55.84,44.9
12945,https://mttmarket.com/users/54ea5a5c0cf25ca3c45fa5fb,sNap364,3.0,-850.0,850.0,0.0,0.0,-100.0,283.33,0.0,7597.0,1535.57,8.77,28716.67,67.7,43.1,1231.0,347.56,24.78,18307.4,59.2,60.02
14343,https://mttmarket.com/users/537659e30cf2c8120d3d5029,Pavlentiy,4.0,3580.0,942.0,4522.0,380.04,380.42,235.5,50.0,4890.0,2337.11,11.92,26735.23,29.04,45.87,1415.0,84.4,20.89,23199.56,35.09,78.48
14546,https://mttmarket.com/users/536e790c0cf2614728539b49,77kol0bok77,1.0,-700.0,700.0,0.0,0.0,-100.0,700.0,0.0,13253.0,1500.34,57.69,363847.57,73.13,47.59,2502.0,336.99,94.14,36015.76,20.89,15.29
15316,https://mttmarket.com/users/52b32eef5a00004f02eb24da,PolPal,8.0,1462.0,223.0,1685.0,655.61,1119.89,27.88,25.0,1783.0,944.49,6.34,6844.83,79.19,60.53,485.0,171.1,9.66,4477.93,75.97,95.57
15385,https://mttmarket.com/users/532703ac3a0000e903fec092,verstkabond,22.0,-126.4,144.0,17.6,-87.78,-84.9,6.55,9.09,1810.0,1975.86,8.52,5321.37,34.3,34.51,956.0,291.84,10.13,4179.83,28.44,43.15
